+--------------+-------+---------------------+---------------------+----------+----------+
| userid       | shift | shiftdate           | received            | event_id | position |
| kristinh40   | 4     | 2010-04-24 00:00:00 | 2010-04-14 00:00:00 |      727 | E1       |
| kristinh40   | 1     | 2010-04-25 00:00:00 | 2010-04-14 00:00:00 |      728 | E1       |
| dennisb01    | 3     | 2010-04-16 00:00:00 | 2010-04-14 00:00:00 |      729 | E2       |
| kristinh40   | 1     | 2010-04-17 00:00:00 | 2010-04-15 00:00:00 |      730 | E1       |
| dave11       | 1     | 2010-04-12 00:00:00 | 2010-04-15 00:00:00 |      731 | D        |
| dave11       | 2     | 2010-04-12 00:00:00 | 2010-04-15 00:00:00 |      732 | D        |
| dave11       | 3     | 2010-04-12 00:00:00 | 2010-04-15 00:00:00 |      733 | D        |
| dave11       | 4     | 2010-04-15 00:00:00 | 2010-04-16 00:00:00 |      734 | D        |
| rond46       | 4     | 2010-04-15 00:00:00 | 2010-04-16 00:00:00 |      735 | E1       |
| drew44       | 3     | 2010-04-16 00:00:00 | 2010-04-16 00:00:00 |      736 | D        |
| drew44       | 4     | 2010-04-16 00:00:00 | 2010-04-17 00:00:00 |      737 | E2       |
| patrichc26   | 4     | 2010-04-23 00:00:00 | 2010-04-18 00:00:00 |      738 | D        |
| patrichc26   | 1     | 2010-04-24 00:00:00 | 2010-04-18 00:00:00 |      739 | D        |
| erint30      | 4     | 2010-04-23 00:00:00 | 2010-04-18 00:00:00 |      740 | E2       |
| erint30      | 1     | 2010-04-24 00:00:00 | 2010-04-18 00:00:00 |      741 | E2       |
| drew44       | 2     | 2010-04-23 00:00:00 | 2010-04-21 00:00:00 |      742 | D        |
| carolyn2     | 2     | 2010-04-23 00:00:00 | 2010-04-21 00:00:00 |      743 | E1       |
| jenn10       | 4     | 2010-04-23 00:00:00 | 2010-04-22 00:00:00 |      747 | E1       |
| rond46       | 2     | 2010-04-24 00:00:00 | 2010-04-22 00:00:00 |      746 | E1       |
| rond46       | 3     | 2010-04-24 00:00:00 | 2010-04-22 00:00:00 |      748 | E1       |
| jenn10       | 1     | 2010-04-24 00:00:00 | 2010-04-22 00:00:00 |      749 | E1       |
| jenn10       | 2     | 2010-04-25 00:00:00 | 2010-04-24 00:00:00 |      750 | E1       |
| patrickc26   | 2     | 2010-04-27 00:00:00 | 2010-04-24 00:00:00 |      752 | D        |
| patrickc26   | 3     | 2010-04-27 00:00:00 | 2010-04-24 00:00:00 |      753 | D        |
| erint30      | 1     | 2010-04-27 00:00:00 | 2010-04-24 00:00:00 |      754 | E2       |
| erint30      | 2     | 2010-04-27 00:00:00 | 2010-04-24 00:00:00 |      755 | E2       |
